step,ts,y_real,y_linear,y_poly,y_alphabeta,y_kalman,y_naive,err_linear,err_poly,err_alphabeta,err_kalman,err_naive,err_rel_linear,err_rel_poly,err_rel_alphabeta,err_rel_kalman,err_rel_naive,w_pre_linear,w_pre_poly,w_pre_alphabeta,w_pre_kalman,w_pre_naive,w_linear,w_poly,w_alphabeta,w_kalman,w_naive,reward_linear,reward_poly,reward_alphabeta,reward_kalman,reward_naive,rank_linear,rank_poly,rank_alphabeta,rank_kalman,rank_naive,chosen_by_error,chosen_by_weight,choices_differ,decay_share,total_reward
282,2025-03-15 21:30:00,0.049,0.052586,0.026425,0.05762,0.042904,0.0538,0.003586,0.022575,0.00862,0.006096,0.0048,7.317784,-46.072397,17.591108,-12.441726,9.795918,-66.036496,-136.036496,55.532847,-64.576642,211.116788,-64.846715,-136.59854,55.080292,-64.846715,211.211679,2.189781,0.437956,0.547445,0.729927,1.094891,1,5,4,3,2,linear,linear,False,1.0,5.0
283,2025-03-15 22:00:00,0.0449,0.040157,-0.002563,0.052182,0.026995,0.049,0.004743,0.047463,0.007282,0.017905,0.0041,-10.563156,-100.0,16.21719,-39.877434,9.131403,-64.846715,-136.59854,55.080292,-64.846715,211.211679,-64.751825,-137.160584,54.810219,-65.29927,212.40146,1.094891,0.437956,0.729927,0.547445,2.189781,2,5,3,4,1,naive,naive,False,1.0,5.0
284,2025-03-15 22:30:00,0.0416,0.026386,-0.028582,0.047381,0.014012,0.0449,0.015214,0.070182,0.005781,0.027588,0.0033,-36.572802,-100.0,13.89681,-66.317654,7.932692,-64.751825,-137.160584,54.810219,-65.29927,212.40146,-65.021898,-137.722628,54.905109,-65.751825,213.591241,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
285,2025-03-15 23:00:00,0.039,0.014179,-0.047009,0.043248,0.006193,0.0416,0.024821,0.086009,0.004248,0.032807,0.0026,-63.644689,-100.0,10.893055,-84.12038,6.666667,-65.021898,-137.722628,54.905109,-65.751825,213.591241,-65.291971,-138.284672,55.0,-66.20438,214.781022,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
286,2025-03-15 23:30:00,0.0366,0.005364,-0.050929,0.039831,0.003324,0.039,0.031236,0.087529,0.003231,0.033276,0.0024,-85.343482,-100.0,8.828152,-90.919274,6.557377,-65.291971,-138.284672,55.0,-66.20438,214.781022,-65.562044,-138.846715,55.094891,-66.656934,215.970803,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
287,2025-03-16 00:00:00,0.0335,3.2e-05,-0.043096,0.036479,0.003124,0.0366,0.033468,0.076596,0.002979,0.030376,0.0031,-99.904051,-100.0,8.891724,-90.675255,9.253731,-65.562044,-138.846715,55.094891,-66.656934,215.970803,-66.014599,-139.408759,56.284672,-66.927007,216.065693,0.547445,0.437956,2.189781,0.729927,1.094891,4,5,1,3,2,alphabeta,alphabeta,False,1.0,5.0
288,2025-03-16 00:30:00,0.0286,-0.001886,-0.029586,0.032608,0.001756,0.0335,0.030486,0.058186,0.004008,0.026844,0.0049,-100.0,-100.0,14.014839,-93.860416,17.132867,-66.014599,-139.408759,56.284672,-66.927007,216.065693,-66.467153,-139.970803,57.474453,-67.19708,216.160584,0.547445,0.437956,2.189781,0.729927,1.094891,4,5,1,3,2,alphabeta,alphabeta,False,1.0,5.0
289,2025-03-16 01:00:00,0.0249,-0.00435,-0.021796,0.026935,-0.005198,0.0286,0.02925,0.046696,0.002035,0.030098,0.0037,-100.0,-100.0,8.172297,-100.0,14.859438,-66.467153,-139.970803,57.474453,-67.19708,216.160584,-66.737226,-140.532847,58.664234,-67.649635,216.255474,0.729927,0.437956,2.189781,0.547445,1.094891,3,5,1,4,2,alphabeta,alphabeta,False,1.0,5.0
290,2025-03-16 01:30:00,0.0203,-0.007239,-0.015611,0.022307,-0.010929,0.0249,0.027539,0.035911,0.002007,0.031229,0.0046,-100.0,-100.0,9.887984,-100.0,22.660099,-66.737226,-140.532847,58.664234,-67.649635,216.255474,-67.007299,-141.094891,59.854015,-68.10219,216.350365,0.729927,0.437956,2.189781,0.547445,1.094891,3,5,1,4,2,alphabeta,alphabeta,False,1.0,5.0
291,2025-03-16 02:00:00,0.0175,-0.012932,-0.015671,0.016971,-0.018095,0.0203,0.030432,0.033171,0.000529,0.035595,0.0028,-100.0,-100.0,-3.02467,-100.0,16.0,-67.007299,-141.094891,59.854015,-68.10219,216.350365,-67.277372,-141.547445,61.043796,-68.664234,216.445255,0.729927,0.547445,2.189781,0.437956,1.094891,3,4,1,5,2,alphabeta,alphabeta,False,1.0,5.0
292,2025-03-16 02:30:00,0.015,-0.018318,-0.018656,0.013418,-0.020602,0.0175,0.033318,0.033656,0.001582,0.035602,0.0025,-100.0,-100.0,-10.544885,-100.0,16.666667,-67.277372,-141.547445,61.043796,-68.664234,216.445255,-67.547445,-142.0,62.233577,-69.226277,216.540146,0.729927,0.547445,2.189781,0.437956,1.094891,3,4,1,5,2,alphabeta,alphabeta,False,1.0,5.0
293,2025-03-16 03:00:00,0.0134,-0.022382,-0.022352,0.01041,-0.020413,0.015,0.035782,0.035752,0.00299,0.033813,0.0016,-100.0,-100.0,-22.314468,-100.0,11.940299,-67.547445,-142.0,62.233577,-69.226277,216.540146,-68.109489,-142.452555,62.328467,-69.49635,217.729927,0.437956,0.547445,1.094891,0.729927,2.189781,5,4,2,3,1,naive,naive,False,1.0,5.0
294,2025-03-16 03:30:00,0.012,-0.023332,-0.020487,0.008339,-0.017272,0.0134,0.035332,0.032487,0.003661,0.029272,0.0014,-100.0,-100.0,-30.511905,-100.0,11.666667,-68.109489,-142.452555,62.328467,-69.49635,217.729927,-68.671533,-142.905109,62.423358,-69.766423,218.919708,0.437956,0.547445,1.094891,0.729927,2.189781,5,4,2,3,1,naive,naive,False,1.0,5.0
295,2025-03-16 04:00:00,0.0113,-0.020975,-0.010968,0.006615,-0.013331,0.012,0.032275,0.022268,0.004685,0.024631,0.0007,-100.0,-100.0,-41.459323,-100.0,6.19469,-68.671533,-142.905109,62.423358,-69.766423,218.919708,-69.233577,-143.175182,62.518248,-70.218978,220.109489,0.437956,0.729927,1.094891,0.547445,2.189781,5,3,2,4,1,naive,naive,False,1.0,5.0
296,2025-03-16 04:30:00,0.0116,-0.015682,0.005379,0.005792,-0.008309,0.0113,0.027282,0.006221,0.005808,0.019909,0.0003,-100.0,-53.628914,-50.068663,-100.0,-2.586207,-69.233577,-143.175182,62.518248,-70.218978,220.109489,-69.79562,-143.445255,62.613139,-70.671533,221.29927,0.437956,0.729927,1.094891,0.547445,2.189781,5,3,2,4,1,naive,naive,False,1.0,5.0
297,2025-03-16 05:00:00,0.0108,-0.009354,0.026703,0.006043,-0.001372,0.0116,0.020154,0.015903,0.004757,0.012172,0.0008,-100.0,100.0,-44.043199,-100.0,7.407407,-69.79562,-143.445255,62.613139,-70.671533,221.29927,-70.357664,-143.89781,62.708029,-70.941606,222.489051,0.437956,0.547445,1.094891,0.729927,2.189781,5,4,2,3,1,naive,naive,False,1.0,5.0
298,2025-03-16 05:30:00,0.0107,-0.00345,0.041114,0.005422,0.002112,0.0108,0.01415,0.030414,0.005278,0.008588,0.0001,-100.0,100.0,-49.327042,-80.257094,0.934579,-70.357664,-143.89781,62.708029,-70.941606,222.489051,-70.810219,-144.459854,62.80292,-71.211679,223.678832,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
299,2025-03-16 06:00:00,0.0117,0.000782,0.047505,0.005567,0.005104,0.0107,0.010918,0.035805,0.006133,0.006596,0.001,-93.315018,100.0,-52.420695,-56.377632,-8.547009,-70.810219,-144.459854,62.80292,-71.211679,223.678832,-71.262774,-145.021898,62.89781,-71.481752,224.868613,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
300,2025-03-16 06:30:00,0.0137,0.00565,0.049293,0.006964,0.010147,0.0117,0.00805,0.035593,0.006736,0.003553,0.002,-58.759124,100.0,-49.165244,-25.932418,-14.59854,-71.262774,-145.021898,62.89781,-71.481752,224.868613,-71.715328,-145.583942,62.627737,-71.386861,226.058394,0.547445,0.437956,0.729927,1.094891,2.189781,4,5,3,2,1,naive,naive,False,1.0,5.0
301,2025-03-16 07:00:00,0.0162,0.011579,0.054924,0.009354,0.017858,0.0137,0.004621,0.038724,0.006846,0.001658,0.0025,-28.527337,100.0,-42.258414,10.234768,-15.432099,-71.715328,-145.583942,62.627737,-71.386861,226.058394,-71.985401,-146.145985,62.175182,-70.19708,226.153285,0.729927,0.437956,0.547445,2.189781,1.094891,3,5,4,1,2,kalman,kalman,False,1.0,5.0
302,2025-03-16 07:30:00,0.0212,0.018936,0.060931,0.012089,0.026837,0.0162,0.002264,0.039731,0.009111,0.005637,0.005,-10.680593,100.0,-42.978658,26.590411,-23.584906,-71.985401,-146.145985,62.175182,-70.19708,226.153285,-70.79562,-146.708029,61.722628,-70.467153,226.248175,2.189781,0.437956,0.547445,0.729927,1.094891,1,5,4,3,2,linear,linear,False,1.0,5.0
303,2025-03-16 08:00:00,0.0268,0.029793,0.07978,0.017366,0.041601,0.0212,0.002993,0.05298,0.009434,0.014801,0.0056,11.167377,100.0,-35.202696,55.226814,-20.895522,-70.79562,-146.708029,61.722628,-70.467153,226.248175,-69.605839,-147.270073,61.452555,-70.919708,226.343066,2.189781,0.437956,0.729927,0.547445,1.094891,1,5,3,4,2,linear,linear,False,1.0,5.0
304,2025-03-16 08:30:00,0.0319,0.043768,0.103985,0.023456,0.058379,0.0268,0.011868,0.072085,0.008444,0.026479,0.0051,37.203314,100.0,-26.469813,83.004901,-15.987461,-69.605839,-147.270073,61.452555,-70.919708,226.343066,-69.875912,-147.832117,61.547445,-71.372263,227.532847,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
305,2025-03-16 09:00:00,0.037,0.059532,0.126791,0.029207,0.072394,0.0319,0.022532,0.089791,0.007793,0.035394,0.0051,60.897683,100.0,-21.063064,95.659866,-13.783784,-69.875912,-147.832117,61.547445,-71.372263,227.532847,-70.145985,-148.394161,61.642336,-71.824818,228.722628,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
306,2025-03-16 09:30:00,0.0415,0.074089,0.143707,0.034861,0.083413,0.037,0.032589,0.102207,0.006639,0.041913,0.0045,78.528399,100.0,-15.997895,100.0,-10.843373,-70.145985,-148.394161,61.642336,-71.824818,228.722628,-70.416058,-148.956204,61.737226,-72.277372,229.912409,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
307,2025-03-16 10:00:00,0.0455,0.085718,0.151693,0.039905,0.090373,0.0415,0.040218,0.106193,0.005595,0.044873,0.004,88.390895,100.0,-12.29728,98.622419,-8.791209,-70.416058,-148.956204,61.737226,-72.277372,229.912409,-70.686131,-149.518248,61.832117,-72.729927,231.10219,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
308,2025-03-16 10:30:00,0.0495,0.093768,0.148733,0.044358,0.093799,0.0455,0.044268,0.099233,0.005142,0.044299,0.004,89.430014,100.0,-10.387396,89.49379,-8.080808,-70.686131,-149.518248,61.832117,-72.729927,231.10219,-70.956204,-150.080292,61.927007,-73.182482,232.291971,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
309,2025-03-16 11:00:00,0.0523,0.098596,0.134678,0.048774,0.095853,0.0495,0.046296,0.082378,0.003526,0.043553,0.0028,88.520896,100.0,-6.740967,83.274795,-5.353728,-70.956204,-150.080292,61.927007,-73.182482,232.291971,-71.408759,-150.642336,62.021898,-73.452555,233.481752,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
310,2025-03-16 11:30:00,0.0549,0.098721,0.113711,0.052052,0.094568,0.0523,0.043821,0.058811,0.002848,0.039668,0.0026,79.820453,100.0,-5.187478,72.255286,-4.735883,-71.408759,-150.642336,62.021898,-73.452555,233.481752,-71.861314,-151.20438,62.116788,-73.722628,234.671533,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
311,2025-03-16 12:00:00,0.0571,0.0971,0.091577,0.054996,0.092188,0.0549,0.04,0.034477,0.002104,0.035088,0.0022,70.052539,60.37955,-3.68507,61.45004,-3.85289,-71.861314,-151.20438,62.116788,-73.722628,234.671533,-72.423358,-151.474453,63.306569,-74.175182,234.766423,0.437956,0.729927,2.189781,0.547445,1.094891,5,3,1,4,2,alphabeta,alphabeta,False,1.0,5.0
312,2025-03-16 12:30:00,0.0594,0.094796,0.07142,0.057663,0.089316,0.0571,0.035396,0.01202,0.001737,0.029916,0.0023,59.589947,20.236498,-2.92454,50.363026,-3.872054,-72.423358,-151.474453,63.306569,-74.175182,234.766423,-72.985401,-151.744526,64.49635,-74.627737,234.861314,0.437956,0.729927,2.189781,0.547445,1.094891,5,3,1,4,2,alphabeta,alphabeta,False,1.0,5.0
313,2025-03-16 13:00:00,0.061,0.092368,0.057891,0.060517,0.087541,0.0594,0.031368,0.003109,0.000483,0.026541,0.0016,51.422717,-5.097321,-0.792218,43.509368,-2.622951,-72.985401,-151.744526,64.49635,-74.627737,234.861314,-73.547445,-152.014599,65.686131,-75.080292,234.956204,0.437956,0.729927,2.189781,0.547445,1.094891,5,3,1,4,2,alphabeta,alphabeta,False,1.0,5.0
314,2025-03-16 13:30:00,0.0601,0.089839,0.052808,0.062742,0.085223,0.061,0.029739,0.007292,0.002642,0.025123,0.0009,49.483005,-12.132501,4.395679,41.80246,1.497504,-73.547445,-152.014599,65.686131,-75.080292,234.956204,-74.109489,-152.284672,65.781022,-75.532847,236.145985,0.437956,0.729927,1.094891,0.547445,2.189781,5,3,2,4,1,naive,naive,False,1.0,5.0
315,2025-03-16 14:00:00,0.0565,0.084418,0.042223,0.062335,0.076901,0.0601,0.027918,0.014277,0.005835,0.020401,0.0036,49.412137,-25.269863,10.326959,36.108689,6.371681,-74.109489,-152.284672,65.781022,-75.532847,236.145985,-74.671533,-152.554745,65.875912,-75.985401,237.335766,0.437956,0.729927,1.094891,0.547445,2.189781,5,3,2,4,1,naive,naive,False,1.0,5.0
316,2025-03-16 14:30:00,0.0532,0.073804,0.018622,0.058901,0.060464,0.0565,0.020604,0.034578,0.005701,0.007264,0.0033,38.728518,-64.99708,10.71701,13.654597,6.203008,-74.671533,-152.554745,65.875912,-75.985401,237.335766,-75.124088,-153.116788,65.970803,-76.255474,238.525547,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
317,2025-03-16 15:00:00,0.0518,0.060814,-0.007512,0.055415,0.04403,0.0532,0.009014,0.059312,0.003615,0.00777,0.0014,17.402096,-100.0,6.977949,-15.000417,2.702703,-75.124088,-153.116788,65.970803,-76.255474,238.525547,-75.576642,-153.678832,66.065693,-76.525547,239.715328,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
318,2025-03-16 15:30:00,0.0523,0.048586,-0.024426,0.053814,0.035295,0.0518,0.003714,0.076726,0.001514,0.017005,0.0005,-7.101885,-100.0,2.894696,-32.514033,-0.956023,-75.576642,-153.678832,66.065693,-76.525547,239.715328,-75.846715,-154.240876,66.160584,-76.978102,240.905109,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
319,2025-03-16 16:00:00,0.0528,0.040579,-0.023955,0.054361,0.036316,0.0523,0.012221,0.076755,0.001561,0.016484,0.0005,-23.146645,-100.0,2.956925,-31.219103,-0.94697,-75.846715,-154.240876,66.160584,-76.978102,240.905109,-76.116788,-154.80292,66.255474,-77.430657,242.094891,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
320,2025-03-16 16:30:00,0.0545,0.036939,-0.009951,0.055261,0.041346,0.0528,0.017561,0.064451,0.000761,0.013154,0.0017,-32.221494,-100.0,1.395622,-24.135597,-3.119266,-76.116788,-154.80292,66.255474,-77.430657,242.094891,-76.569343,-155.364964,67.445255,-77.70073,242.189781,0.547445,0.437956,2.189781,0.729927,1.094891,4,5,1,3,2,alphabeta,alphabeta,False,1.0,5.0
321,2025-03-16 17:00:00,0.055,0.039846,0.015803,0.057281,0.050295,0.0545,0.015154,0.039197,0.002281,0.004705,0.0005,-27.551948,-71.267051,4.147503,-8.554311,-0.909091,-76.569343,-155.364964,67.445255,-77.70073,242.189781,-77.021898,-155.927007,67.540146,-77.970803,243.379562,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
322,2025-03-16 17:30:00,0.0544,0.047068,0.044469,0.058292,0.05625,0.055,0.007332,0.009931,0.003892,0.00185,0.0006,-13.478204,-18.256009,7.154195,3.401019,1.102941,-77.021898,-155.927007,67.540146,-77.970803,243.379562,-77.474453,-156.489051,67.270073,-77.875912,244.569343,0.547445,0.437956,0.729927,1.094891,2.189781,4,5,3,2,1,naive,naive,False,1.0,5.0
323,2025-03-16 18:00:00,0.0548,0.054279,0.06716,0.057946,0.056926,0.0544,0.000521,0.01236,0.003146,0.002126,0.0004,-0.951512,22.55541,5.740817,3.880272,-0.729927,-77.474453,-156.489051,67.270073,-77.875912,244.569343,-77.379562,-157.051095,66.817518,-78.145985,245.759124,1.094891,0.437956,0.547445,0.729927,2.189781,2,5,4,3,1,naive,naive,False,1.0,5.0
324,2025-03-16 18:30:00,0.0545,0.059064,0.085591,0.058452,0.057746,0.0548,0.004564,0.031091,0.003952,0.003246,0.0003,8.374836,57.047906,7.252203,5.955214,0.550459,-77.379562,-157.051095,66.817518,-78.145985,245.759124,-77.832117,-157.613139,66.547445,-78.051095,246.948905,0.547445,0.437956,0.729927,1.094891,2.189781,4,5,3,2,1,naive,naive,False,1.0,5.0
325,2025-03-16 19:00:00,0.0523,0.059661,0.090703,0.058274,0.056697,0.0545,0.007361,0.038403,0.005974,0.004397,0.0022,14.074023,73.4292,11.422284,8.406413,4.206501,-77.832117,-157.613139,66.547445,-78.051095,246.948905,-78.284672,-158.175182,66.277372,-77.956204,248.138686,0.547445,0.437956,0.729927,1.094891,2.189781,4,5,3,2,1,naive,naive,False,1.0,5.0
326,2025-03-16 19:30:00,0.0512,0.055239,0.072944,0.056117,0.050012,0.0523,0.004039,0.021744,0.004917,0.001188,0.0011,7.88923,42.46925,9.603238,-2.31982,2.148437,-78.284672,-158.175182,66.277372,-77.956204,248.138686,-78.554745,-158.737226,65.824818,-77.861314,249.328467,0.729927,0.437956,0.547445,1.094891,2.189781,3,5,4,2,1,naive,naive,False,1.0,5.0
327,2025-03-16 20:00:00,0.0491,0.049943,0.046598,0.054807,0.044767,0.0512,0.000843,0.002502,0.005707,0.004333,0.0021,1.716613,-5.095058,11.624152,-8.824978,4.276986,-78.554745,-158.737226,65.824818,-77.861314,249.328467,-77.364964,-159.007299,65.262774,-78.313869,249.423358,2.189781,0.729927,0.437956,0.547445,1.094891,1,3,5,4,2,linear,linear,False,1.0,5.0
328,2025-03-16 20:30:00,0.0467,0.043036,0.021266,0.052511,0.038348,0.0491,0.003664,0.025434,0.005811,0.008352,0.0024,-7.846436,-54.46208,12.443078,-17.884302,5.139186,-77.364964,-159.007299,65.262774,-78.313869,249.423358,-77.270073,-159.569343,64.992701,-78.766423,250.613139,1.094891,0.437956,0.729927,0.547445,2.189781,2,5,3,4,1,naive,naive,False,1.0,5.0
329,2025-03-16 21:00:00,0.0418,0.036564,0.00344,0.049913,0.031531,0.0467,0.005236,0.03836,0.008113,0.010269,0.0049,-12.525632,-91.77055,19.409752,-24.565871,11.722488,-77.270073,-159.569343,64.992701,-78.766423,250.613139,-77.175182,-160.131387,64.722628,-79.218978,251.80292,1.094891,0.437956,0.729927,0.547445,2.189781,2,5,3,4,1,naive,naive,False,1.0,5.0
330,2025-03-16 21:30:00,0.0407,0.027136,-0.01572,0.044723,0.018874,0.0418,0.013564,0.05642,0.004023,0.021826,0.0011,-33.327483,-100.0,9.884276,-53.626306,2.702703,-77.175182,-160.131387,64.722628,-79.218978,251.80292,-77.445255,-160.693431,64.817518,-79.671533,252.992701,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
331,2025-03-16 22:00:00,0.0383,0.019782,-0.0205,0.042994,0.015348,0.0407,0.018518,0.0588,0.004694,0.022952,0.0024,-48.349496,-100.0,12.256385,-59.927195,6.266319,-77.445255,-160.693431,64.817518,-79.671533,252.992701,-77.715328,-161.255474,64.912409,-80.124088,254.182482,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
332,2025-03-16 22:30:00,0.0353,0.014361,-0.018426,0.040247,0.01275,0.0383,0.020939,0.053726,0.004947,0.02255,0.003,-59.31809,-100.0,14.014647,-63.879648,8.498584,-77.715328,-161.255474,64.912409,-80.124088,254.182482,-77.985401,-161.817518,65.007299,-80.576642,255.372263,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
333,2025-03-16 23:00:00,0.0344,0.010096,-0.018016,0.03677,0.009006,0.0353,0.024304,0.052416,0.00237,0.025394,0.0009,-70.649917,-100.0,6.889592,-73.819113,2.616279,-77.985401,-161.817518,65.007299,-80.576642,255.372263,-78.255474,-162.379562,65.10219,-81.029197,256.562044,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
334,2025-03-16 23:30:00,0.0318,0.007971,-0.009164,0.03513,0.010458,0.0344,0.023829,0.040964,0.00333,0.021342,0.0026,-74.932615,-100.0,10.470353,-67.111981,8.176101,-78.255474,-162.379562,65.10219,-81.029197,256.562044,-78.708029,-162.941606,65.19708,-81.29927,257.751825,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
335,2025-03-17 00:00:00,0.0284,0.006896,0.00059,0.031953,0.009145,0.0318,0.021504,0.02781,0.003553,0.019255,0.0034,-75.716801,-97.921709,12.508986,-67.798909,11.971831,-78.708029,-162.941606,65.19708,-81.29927,257.751825,-79.160584,-163.50365,65.291971,-81.569343,258.941606,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
